STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 00:53,FM-15,CLR:00,10.00,,19,-7.2,16,-8.8,10,-12.2,68,9,220,,22.70,,,30.22,0.00,30.25,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 01:53,FM-15,CLR:00,10.00,,18,-7.8,15,-9.3,9,-12.8,68,8,210,,22.70,5,,30.23,0.00,30.25,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 02:53,FM-15,CLR:00,10.00,,18,-7.8,15,-9.3,9,-12.8,68,6,210,,22.72,,,30.25,0.00,30.27,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 03:53,FM-15,CLR:00,10.00,,16,-8.9,13,-10.3,7,-13.9,67,7,200,,22.72,,,30.27,0.00,30.27,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 04:53,FM-15,CLR:00,10.00,,16,-8.9,13,-10.3,7,-13.9,67,6,200,,22.72,1,,30.30,0.00,30.27,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 05:53,FM-15,CLR:00,10.00,,16,-8.9,13,-10.3,7,-13.9,67,7,210,,22.71,,,30.31,0.00,30.26,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 06:53,FM-15,CLR:00,10.00,,13,-10.6,11,-11.6,6,-14.4,74,5,200,,22.72,,,30.36,0.00,30.27,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 07:53,FM-15,CLR:00,10.00,,16,-8.9,13,-10.3,7,-13.9,67,8,210,,22.73,3,,30.34,0.00,30.28,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 08:53,FM-15,CLR:00,10.00,,22,-5.6,18,-7.7,10,-12.2,60,5,210,,22.73,,,30.32,0.00,30.28,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 09:53,FM-15,CLR:00,10.00,,27,-2.8,21,-6.3,7,-13.9,43,0,000,,22.72,,,30.29,0.00,30.27,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 10:53,FM-15,CLR:00,10.00,,34,1.1,24,-4.3,4,-15.6,28,5,330,,22.70,8,,30.22,0.00,30.24,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 11:53,FM-15,CLR:00,10.00,,33,0.6,25,-3.6,12,-11.1,42,8,320,,22.69,,,30.22,0.00,30.23,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 12:53,FM-15,CLR:00,10.00,,38,3.3,28,-2.4,9,-12.8,30,5,320,,22.66,,,30.16,0.00,30.19,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 13:53,FM-15,SCT:04 100,10.00,,40,4.4,29,-1.5,11,-11.7,30,10,320,20,22.65,6,,30.14,0.00,30.18,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 14:53,FM-15,SCT:04 100,10.00,,38,3.3,28,-2.3,10,-12.2,31,8,300,,22.66,,,30.17,0.00,30.19,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 15:53,FM-15,OVC:08 80,10.00,,37,2.8,28,-2.3,12,-11.1,36,6,350,,22.66,,,30.19,0.00,30.20,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 15:55,FM-16,BKN:07 110,10.00,,37,2.8,28,-2.3,12,-11.1,36,6,350,,22.66,,,,,30.20,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 16:53,FM-15,OVC:08 85,10.00,,36,2.2,28,-2.5,13,-10.6,39,0,000,,22.66,0,,30.19,0.00,30.19,,,,,,,,,,0727,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 17:53,FM-15,OVC:08 95,10.00,,34,1.1,27,-3.0,14,-10.0,44,0,000,,22.66,,,30.20,0.00,30.19,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 18:53,FM-15,OVC:08 90,10.00,,32,0.0,26,-3.5,15,-9.4,50,0,000,,22.67,,,30.24,0.00,30.21,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 19:53,FM-15,OVC:08 90,10.00,,31,-0.6,25,-3.8,15,-9.4,52,3,180,,22.66,0,,30.22,0.00,30.20,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 20:53,FM-15,OVC:08 90,10.00,,29,-1.7,24,-4.5,15,-9.4,56,3,180,,22.66,,,30.19,0.00,30.19,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 21:53,FM-15,OVC:08 90,10.00,,27,-2.8,23,-5.0,16,-8.9,63,0,000,,22.66,,,30.19,0.00,30.20,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 22:53,FM-15,OVC:08 90,10.00,,24,-4.4,21,-6.2,15,-9.4,68,3,190,,22.67,3,,30.17,0.00,30.21,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 23:53,FM-15,CLR:00,10.00,,22,-5.6,19,-7.4,12,-11.1,66,5,210,,22.67,,,30.19,0.00,30.21,40,12,26,6.6,,,,39,0,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,12,26,6.6,,,,39,0,0727,1656,,0.00,,,22.69,,4.7,20,320,15,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 00:53,FM-15,CLR:00,10.00,,20,-6.7,17,-8.3,11,-11.7,68,8,190,,22.68,,,30.19,0.00,30.22,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 01:53,FM-15,FEW:02 65,10.00,,17,-8.3,15,-9.7,9,-12.8,70,7,180,,22.70,3,,30.21,0.00,30.24,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 02:53,FM-15,CLR:00,10.00,,17,-8.3,15,-9.7,9,-12.8,70,7,150,,22.71,,,30.25,0.00,30.26,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 03:53,FM-15,CLR:00,10.00,,15,-9.4,13,-10.4,9,-12.8,77,7,180,,22.73,,,30.29,0.00,30.28,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 04:53,FM-15,CLR:00,10.00,,15,-9.4,13,-10.6,8,-13.3,74,6,170,,22.73,1,,30.30,0.00,30.29,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 05:53,FM-15,CLR:00,10.00,,11,-11.7,9,-12.6,5,-15.0,77,6,200,,22.76,,,30.36,0.00,30.32,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 06:53,FM-15,CLR:00,10.00,,12,-11.1,10,-12.2,5,-15.0,73,7,190,,22.78,,,30.41,0.00,30.35,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 07:53,FM-15,CLR:00,10.00,,11,-11.7,9,-12.7,4,-15.6,73,8,180,,22.80,1,,30.44,0.00,30.37,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 08:53,FM-15,CLR:00,10.00,,18,-7.8,15,-9.6,7,-13.9,62,7,210,,22.81,,,30.43,0.00,30.39,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 09:53,FM-15,CLR:00,10.00,,22,-5.6,17,-8.1,7,-13.9,52,8,170,,22.83,,,30.43,0.00,30.41,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 10:53,FM-15,CLR:00,10.00,,27,-2.8,21,-6.1,9,-12.8,46,0,000,,22.83,1,,30.43,0.00,30.41,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 11:53,FM-15,CLR:00,10.00,,30,-1.1,22,-5.8,3,-16.1,31,5,320,,22.82,,,30.41,0.00,30.40,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 12:53,FM-15,CLR:00,10.00,,33,0.6,24,-4.7,4,-15.6,29,7,330,,22.81,,,30.38,0.00,30.38,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 13:53,FM-15,CLR:00,10.00,,35,1.7,24,-4.3,1,-17.2,23,5,360,,22.79,6,,30.37,0.00,30.36,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 14:53,FM-15,CLR:00,10.00,,36,2.2,25,-3.8,3,-16.1,25,7,340,,22.80,,,30.37,0.00,30.37,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 15:53,FM-15,CLR:00,10.00,,32,0.0,23,-4.9,5,-15.0,32,5,330,,22.81,,,30.41,0.00,30.38,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 16:53,FM-15,CLR:00,10.00,,26,-3.3,20,-6.8,6,-14.4,42,3,340,,22.81,3,,30.46,0.00,30.39,,,,,,,,,,0727,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 17:53,FM-15,CLR:00,10.00,,20,-6.7,16,-9.1,5,-15.0,52,7,200,,22.83,,,30.54,0.00,30.41,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 18:53,FM-15,CLR:00,10.00,,19,-7.2,14,-9.9,2,-16.7,47,9,210,,22.84,,,30.55,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 19:53,FM-15,CLR:00,10.00,,16,-8.9,12,-11.1,1,-17.2,51,8,210,,22.83,0,,30.57,0.00,30.41,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 20:53,FM-15,CLR:00,10.00,,10,-12.2,7,-13.7,-1,-18.3,61,7,220,,22.84,,,30.58,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 21:53,FM-15,CLR:00,10.00,,13,-10.6,9,-12.6,-2,-18.9,51,9,190,,22.84,,,30.53,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 22:53,FM-15,CLR:00,10.00,,9,-12.8,6,-14.3,-3,-19.4,58,5,190,,22.84,0,,30.52,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 23:53,FM-15,CLR:00,10.00,,11,-11.7,8,-13.6,-4,-20.0,51,5,180,,22.83,,,30.48,0.00,30.41,36,8,22,2.6,,,,43,0,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,36,8,22,2.6,,,,43,0,0727,1657,,0.00,,,22.81,,6.3,17,180,12,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 00:53,FM-15,CLR:00,10.00,,9,-12.8,6,-14.4,-4,-20.0,55,5,170,,22.82,,,30.47,0.00,30.40,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 01:53,FM-15,CLR:00,10.00,,7,-13.9,4,-15.3,-5,-20.6,57,6,170,,22.83,5,,30.48,0.00,30.41,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 02:53,FM-15,CLR:00,10.00,,6,-14.4,4,-15.8,-5,-20.6,60,0,000,,22.84,,,30.50,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 03:53,FM-15,CLR:00,10.00,,8,-13.3,5,-14.9,-5,-20.6,55,7,170,,22.84,,,30.51,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 04:53,FM-15,CLR:00,10.00,,8,-13.3,5,-15.0,-6,-21.1,52,9,160,,22.84,0,,30.54,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 05:53,FM-15,CLR:00,10.00,,7,-13.9,4,-15.3,-5,-20.6,57,6,170,,22.84,,,30.57,0.00,30.42,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 06:53,FM-15,CLR:00,10.00,,8,-13.3,5,-14.9,-5,-20.6,55,8,150,,22.83,,,30.56,0.00,30.41,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 07:53,FM-15,CLR:00,10.00,,7,-13.9,5,-15.2,-4,-20.0,60,3,140,,22.82,8,,30.58,0.00,30.40,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 08:53,FM-15,CLR:00,10.00,,18,-7.8,14,-10.1,3,-16.1,52,0,000,,22.82,,,30.55,0.00,30.40,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:93073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,2353.1,39.23,-106.87056,2018-01-03 09:53,FM-15,CLR:00,10.00,,22,-5.6,16,-8.9,1,-17.2,40,5,330,,22.81,,,30.49,0.00,30.39,,,,,,,,,,0727,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
