datetime,Daily_peak_wind,SustainedWindSpeed,airport
2011-10-03,35.0,25.0,aspen
2011-10-04,25.0,21.0,aspen
2011-10-05,31.0,24.0,aspen
2011-10-06,30.0,23.0,aspen
2011-10-07,16.0,12.0,aspen
2011-10-08,17.0,13.0,aspen
2011-10-09,16.0,13.0,aspen
2011-10-10,20.0,12.0,aspen
2011-10-11,23.0,16.0,aspen
2011-10-12,28.0,15.0,aspen
2011-10-13,24.0,17.0,aspen
2011-10-14,25.0,18.0,aspen
2011-10-15,29.0,18.0,aspen
2011-10-16,33.0,22.0,aspen
2011-10-17,41.0,30.0,aspen
2011-10-18,17.0,13.0,aspen
2011-10-19,15.0,12.0,aspen
2011-10-20,17.0,13.0,aspen
2011-10-21,21.0,16.0,aspen
2011-10-22,26.0,18.0,aspen
2011-10-23,15.0,10.0,aspen
2011-10-24,26.0,17.0,aspen
2011-10-25,23.0,20.0,aspen
2011-10-26,18.0,14.0,aspen
2011-10-27,14.0,10.0,aspen
2011-10-28,13.0,10.0,aspen
2011-10-29,18.0,12.0,aspen
2011-10-30,14.0,10.0,aspen
2011-11-01,30.0,24.0,aspen
2011-11-02,16.0,13.0,aspen
2011-11-03,12.0,10.0,aspen
2011-11-04,33.0,26.0,aspen
2011-11-05,30.0,22.0,aspen
2011-11-06,13.0,10.0,aspen
2011-11-07,12.0,9.0,aspen
2011-11-08,13.0,12.0,aspen
2011-11-09,15.0,12.0,aspen
2011-11-10,12.0,10.0,aspen
2011-11-11,12.0,9.0,aspen
2011-11-12,29.0,22.0,aspen
2011-11-13,23.0,16.0,aspen
2011-11-14,18.0,14.0,aspen
2011-11-15,37.0,22.0,aspen
2011-11-16,21.0,15.0,aspen
2011-11-17,15.0,10.0,aspen
2011-11-18,47.0,31.0,aspen
2011-11-19,39.0,24.0,aspen
2011-11-20,20.0,16.0,aspen
2011-11-21,25.0,20.0,aspen
2011-11-22,15.0,9.0,aspen
2011-11-23,12.0,10.0,aspen
2011-11-24,31.0,25.0,aspen
2011-11-25,43.0,28.0,aspen
2011-11-26,33.0,24.0,aspen
2011-11-27,10.0,9.0,aspen
2011-11-28,12.0,10.0,aspen
2011-11-29,14.0,10.0,aspen
2011-12-01,30.0,22.0,aspen
2011-12-02,17.0,13.0,aspen
2011-12-03,14.0,13.0,aspen
2011-12-04,23.0,16.0,aspen
2011-12-05,18.0,12.0,aspen
2011-12-06,12.0,10.0,aspen
2011-12-07,10.0,8.0,aspen
2011-12-08,13.0,12.0,aspen
2011-12-09,15.0,12.0,aspen
2011-12-10,12.0,10.0,aspen
2011-12-11,15.0,12.0,aspen
2011-12-12,21.0,17.0,aspen
2011-12-13,12.0,9.0,aspen
2011-12-14,14.0,9.0,aspen
2011-12-15,13.0,10.0,aspen
2011-12-16,13.0,10.0,aspen
2011-12-17,12.0,10.0,aspen
2011-12-18,14.0,12.0,aspen
2011-12-19,16.0,10.0,aspen
2011-12-20,14.0,9.0,aspen
2011-12-21,18.0,13.0,aspen
2011-12-22,31.0,24.0,aspen
2011-12-23,14.0,10.0,aspen
2011-12-24,12.0,10.0,aspen
2011-12-25,10.0,9.0,aspen
2011-12-26,13.0,12.0,aspen
2011-12-27,18.0,15.0,aspen
2011-12-28,14.0,12.0,aspen
2011-12-29,35.0,21.0,aspen
2011-12-30,22.0,14.0,aspen
2012-03-01,25.0,16.0,aspen
2012-03-02,31.0,21.0,aspen
2012-03-03,13.0,10.0,aspen
2012-03-04,12.0,9.0,aspen
2012-03-05,17.0,13.0,aspen
2012-03-06,38.0,26.0,aspen
2012-03-07,26.0,23.0,aspen
2012-03-08,15.0,12.0,aspen
2012-03-09,13.0,12.0,aspen
2012-03-10,15.0,12.0,aspen
2012-03-11,24.0,18.0,aspen
2012-03-12,18.0,15.0,aspen
2012-03-13,25.0,18.0,aspen
2012-03-14,24.0,18.0,aspen
2012-03-15,18.0,14.0,aspen
2012-03-16,24.0,18.0,aspen
2012-03-17,32.0,25.0,aspen
2012-03-18,35.0,22.0,aspen
2012-03-19,22.0,17.0,aspen
2012-03-20,17.0,12.0,aspen
2012-03-21,21.0,15.0,aspen
2012-03-22,20.0,14.0,aspen
2012-03-23,21.0,14.0,aspen
2012-03-24,20.0,15.0,aspen
2012-03-25,25.0,20.0,aspen
2012-03-26,52.0,33.0,aspen
2012-03-27,20.0,17.0,aspen
2012-03-28,28.0,18.0,aspen
2012-03-29,22.0,17.0,aspen
2012-03-30,21.0,15.0,aspen
2012-03-31,29.0,20.0,aspen
2012-04-01,28.0,23.0,aspen
2012-04-02,13.0,9.0,aspen
2012-04-03,31.0,21.0,aspen
2012-04-04,24.0,17.0,aspen
2012-04-05,36.0,26.0,aspen
2012-04-06,56.0,37.0,aspen
2012-04-07,20.0,14.0,aspen
2012-04-08,24.0,18.0,aspen
2012-04-09,23.0,16.0,aspen
2012-04-10,22.0,15.0,aspen
2012-04-11,45.0,35.0,aspen
2012-04-12,30.0,22.0,aspen
2012-04-13,28.0,17.0,aspen
2012-04-14,25.0,22.0,aspen
2012-04-15,24.0,17.0,aspen
2012-04-16,18.0,14.0,aspen
2012-04-17,22.0,15.0,aspen
2012-04-18,30.0,23.0,aspen
2012-04-19,25.0,20.0,aspen
2012-04-20,31.0,17.0,aspen
2012-04-21,24.0,17.0,aspen
2012-04-22,25.0,17.0,aspen
2012-04-23,23.0,15.0,aspen
2012-04-24,39.0,25.0,aspen
2012-04-25,23.0,17.0,aspen
2012-04-26,41.0,32.0,aspen
2012-04-27,38.0,26.0,aspen
2012-04-28,28.0,17.0,aspen
2012-04-29,26.0,20.0,aspen
2012-04-30,24.0,17.0,aspen
2012-05-01,30.0,20.0,aspen
2012-05-02,24.0,18.0,aspen
2012-05-03,26.0,21.0,aspen
2012-05-04,26.0,20.0,aspen
2012-05-05,31.0,22.0,aspen
2012-05-06,31.0,20.0,aspen
2012-05-07,32.0,23.0,aspen
2012-05-08,18.0,13.0,aspen
2012-05-09,22.0,15.0,aspen
2012-05-10,30.0,22.0,aspen
2012-05-11,37.0,23.0,aspen
2012-05-12,25.0,18.0,aspen
2012-05-13,29.0,20.0,aspen
2012-05-14,22.0,15.0,aspen
2012-05-15,22.0,17.0,aspen
2012-05-16,32.0,22.0,aspen
2012-05-17,33.0,16.0,aspen
2012-05-18,45.0,31.0,aspen
2012-05-19,23.0,17.0,aspen
2012-05-20,26.0,21.0,aspen
2012-05-21,25.0,17.0,aspen
2012-05-22,35.0,23.0,aspen
2012-05-23,35.0,26.0,aspen
2012-05-24,31.0,18.0,aspen
2012-05-25,41.0,30.0,aspen
2012-05-26,53.0,37.0,aspen
2012-05-27,36.0,24.0,aspen
2012-05-28,30.0,21.0,aspen
2012-05-29,25.0,16.0,aspen
2012-05-30,32.0,24.0,aspen
2012-05-31,23.0,16.0,aspen
2012-06-01,29.0,21.0,aspen
2012-06-02,51.0,31.0,aspen
2012-06-03,26.0,18.0,aspen
2012-06-04,35.0,25.0,aspen
2012-06-05,30.0,24.0,aspen
2012-06-06,24.0,17.0,aspen
2012-06-07,28.0,17.0,aspen
2012-06-08,28.0,18.0,aspen
2012-06-09,30.0,24.0,aspen
2012-06-10,30.0,24.0,aspen
2012-06-11,23.0,16.0,aspen
2012-06-12,25.0,17.0,aspen
2012-06-13,30.0,18.0,aspen
2012-06-14,41.0,28.0,aspen
2012-06-15,32.0,21.0,aspen
2012-06-16,28.0,20.0,aspen
2012-06-17,43.0,25.0,aspen
2012-06-18,26.0,20.0,aspen
2012-06-19,26.0,20.0,aspen
2012-06-20,26.0,20.0,aspen
2012-06-21,25.0,18.0,aspen
2012-06-22,38.0,25.0,aspen
2012-06-23,33.0,24.0,aspen
2012-06-24,24.0,16.0,aspen
2012-06-25,28.0,22.0,aspen
2012-06-26,31.0,20.0,aspen
2012-06-27,35.0,26.0,aspen
2012-06-28,31.0,24.0,aspen
2012-06-29,28.0,21.0,aspen
2012-06-30,43.0,29.0,aspen
2012-07-01,25.0,14.0,aspen
2012-07-02,33.0,26.0,aspen
2012-07-03,38.0,29.0,aspen
2012-07-04,37.0,29.0,aspen
2012-07-05,31.0,22.0,aspen
2012-07-06,30.0,23.0,aspen
2012-07-07,25.0,20.0,aspen
2012-07-08,26.0,22.0,aspen
2012-07-09,28.0,20.0,aspen
2012-07-10,24.0,17.0,aspen
2012-07-11,33.0,22.0,aspen
2012-07-12,35.0,23.0,aspen
2012-07-13,30.0,22.0,aspen
2012-07-14,31.0,24.0,aspen
2012-07-15,35.0,25.0,aspen
2012-07-16,26.0,15.0,aspen
2012-07-17,29.0,22.0,aspen
2012-07-18,32.0,22.0,aspen
2012-07-19,44.0,36.0,aspen
2012-07-20,29.0,20.0,aspen
2012-07-21,36.0,26.0,aspen
2012-07-22,29.0,21.0,aspen
2012-07-23,39.0,26.0,aspen
2012-07-24,33.0,20.0,aspen
2012-07-25,28.0,20.0,aspen
2012-07-26,20.0,13.0,aspen
2012-07-27,26.0,21.0,aspen
2012-07-28,24.0,18.0,aspen
2012-07-29,33.0,17.0,aspen
2012-07-30,30.0,20.0,aspen
2012-07-31,28.0,22.0,aspen
2012-08-01,24.0,18.0,aspen
2012-08-02,25.0,20.0,aspen
2012-08-03,29.0,21.0,aspen
2012-08-04,24.0,17.0,aspen
2012-08-05,20.0,13.0,aspen
2012-08-06,33.0,25.0,aspen
2012-08-07,20.0,14.0,aspen
2012-08-08,17.0,13.0,aspen
2012-08-09,28.0,21.0,aspen
2012-08-10,25.0,17.0,aspen
2012-08-11,25.0,18.0,aspen
2012-08-12,20.0,14.0,aspen
2012-08-13,16.0,12.0,aspen
2012-08-14,20.0,15.0,aspen
2012-08-15,25.0,20.0,aspen
2012-08-16,26.0,21.0,aspen
2012-08-17,39.0,25.0,aspen
2012-08-18,25.0,17.0,aspen
2012-08-19,23.0,16.0,aspen
2012-08-20,22.0,17.0,aspen
2012-08-21,21.0,14.0,aspen
2012-08-22,24.0,15.0,aspen
2012-08-23,22.0,17.0,aspen
2012-08-24,21.0,17.0,aspen
2012-08-25,21.0,13.0,aspen
2012-08-26,18.0,13.0,aspen
2012-08-27,33.0,26.0,aspen
2012-08-28,30.0,22.0,aspen
2012-08-29,29.0,20.0,aspen
2012-08-30,24.0,18.0,aspen
2012-08-31,32.0,21.0,aspen
2012-09-01,31.0,24.0,aspen
2012-09-02,32.0,24.0,aspen
2012-09-03,43.0,31.0,aspen
2012-09-04,24.0,17.0,aspen
2012-09-05,25.0,20.0,aspen
2012-09-06,30.0,15.0,aspen
2012-09-07,26.0,20.0,aspen
2012-09-08,17.0,14.0,aspen
2012-09-09,21.0,14.0,aspen
2012-09-10,25.0,16.0,aspen
2012-09-11,25.0,22.0,aspen
2012-09-12,16.0,12.0,aspen
2012-09-13,17.0,14.0,aspen
2012-09-14,17.0,13.0,aspen
2012-09-15,21.0,14.0,aspen
2012-09-16,26.0,18.0,aspen
2012-09-17,26.0,16.0,aspen
2012-09-18,25.0,17.0,aspen
2012-09-19,18.0,13.0,aspen
2012-09-20,26.0,16.0,aspen
2012-09-21,21.0,13.0,aspen
2012-09-22,22.0,16.0,aspen
2012-09-23,30.0,20.0,aspen
2012-09-24,26.0,24.0,aspen
2012-09-25,23.0,16.0,aspen
2012-09-26,23.0,17.0,aspen
2012-09-27,18.0,12.0,aspen
2012-09-28,17.0,12.0,aspen
2012-09-29,21.0,13.0,aspen
2012-09-30,18.0,14.0,aspen
2012-10-01,23.0,16.0,aspen
2012-10-02,20.0,14.0,aspen
2012-10-03,31.0,21.0,aspen
2012-10-04,31.0,22.0,aspen
2012-10-05,39.0,25.0,aspen
2012-10-06,29.0,18.0,aspen
2012-10-07,23.0,16.0,aspen
2012-10-08,26.0,20.0,aspen
2012-10-09,30.0,23.0,aspen
2012-10-10,26.0,17.0,aspen
2012-10-11,29.0,23.0,aspen
2012-10-12,37.0,26.0,aspen
2012-10-13,12.0,8.0,aspen
2012-10-14,20.0,10.0,aspen
2012-10-15,21.0,15.0,aspen
2012-10-16,35.0,26.0,aspen
2012-10-17,31.0,21.0,aspen
2012-10-18,22.0,18.0,aspen
2012-10-19,20.0,14.0,aspen
2012-10-20,20.0,15.0,aspen
2012-10-21,26.0,13.0,aspen
2012-10-22,29.0,23.0,aspen
2012-10-23,36.0,24.0,aspen
2012-10-24,37.0,28.0,aspen
2012-10-25,20.0,14.0,aspen
2012-10-26,12.0,9.0,aspen
2012-10-27,14.0,10.0,aspen
2012-10-28,16.0,12.0,aspen
2012-10-29,18.0,13.0,aspen
2012-10-30,14.0,12.0,aspen
2012-10-31,17.0,13.0,aspen
2012-11-01,16.0,13.0,aspen
2012-11-02,14.0,12.0,aspen
2012-11-03,21.0,15.0,aspen
2012-11-04,21.0,16.0,aspen
2012-11-05,22.0,14.0,aspen
2012-11-06,17.0,13.0,aspen
2012-11-07,17.0,13.0,aspen
2012-11-08,30.0,23.0,aspen
2012-11-09,36.0,26.0,aspen
2012-11-10,33.0,23.0,aspen
2012-11-11,26.0,20.0,aspen
2012-11-12,15.0,10.0,aspen
2012-11-13,10.0,8.0,aspen
2012-11-14,13.0,10.0,aspen
2012-11-15,12.0,10.0,aspen
2012-11-16,13.0,9.0,aspen
2012-11-17,21.0,13.0,aspen
2012-11-18,13.0,10.0,aspen
2012-11-19,13.0,10.0,aspen
2012-11-20,13.0,10.0,aspen
2012-11-21,15.0,12.0,aspen
2012-11-22,17.0,14.0,aspen
2012-11-23,15.0,10.0,aspen
2012-11-24,15.0,13.0,aspen
2012-11-25,29.0,21.0,aspen
2012-11-26,16.0,12.0,aspen
2012-11-27,15.0,12.0,aspen
2012-11-28,12.0,9.0,aspen
2012-11-29,16.0,13.0,aspen
2012-11-30,15.0,12.0,aspen
2012-12-01,20.0,15.0,aspen
2012-12-02,25.0,18.0,aspen
2012-12-03,22.0,14.0,aspen
2012-12-04,14.0,9.0,aspen
2012-12-05,20.0,15.0,aspen
2012-12-06,14.0,12.0,aspen
2012-12-07,16.0,12.0,aspen
2012-12-08,26.0,20.0,aspen
2012-12-09,22.0,15.0,aspen
2012-12-10,14.0,12.0,aspen
2012-12-11,13.0,10.0,aspen
2012-12-12,14.0,13.0,aspen
2012-12-13,25.0,18.0,aspen
2012-12-14,20.0,16.0,aspen
2012-12-15,9.0,8.0,aspen
2012-12-16,25.0,17.0,aspen
2012-12-17,25.0,17.0,aspen
2012-12-18,25.0,18.0,aspen
2012-12-19,48.0,37.0,aspen
2012-12-20,13.0,10.0,aspen
2012-12-21,13.0,10.0,aspen
2012-12-22,13.0,10.0,aspen
2012-12-23,13.0,12.0,aspen
2012-12-24,13.0,9.0,aspen
2012-12-25,20.0,16.0,aspen
2012-12-26,14.0,10.0,aspen
2012-12-27,18.0,14.0,aspen
2012-12-28,16.0,10.0,aspen
2012-12-29,13.0,12.0,aspen
2012-12-30,10.0,8.0,aspen
2012-12-31,14.0,10.0,aspen
2013-01-01,12.0,10.0,aspen
2013-01-02,21.0,16.0,aspen
2013-01-03,14.0,12.0,aspen
2013-01-04,10.0,9.0,aspen
2013-01-05,13.0,10.0,aspen
2013-01-06,13.0,10.0,aspen
2013-01-07,13.0,12.0,aspen
2013-01-08,12.0,10.0,aspen
2013-01-09,12.0,10.0,aspen
2013-01-10,24.0,16.0,aspen
2013-01-11,20.0,14.0,aspen
2013-01-12,20.0,17.0,aspen
2013-01-13,14.0,12.0,aspen
2013-01-14,14.0,10.0,aspen
2013-01-15,12.0,9.0,aspen
2013-01-16,12.0,9.0,aspen
2013-01-17,12.0,10.0,aspen
2013-01-18,13.0,10.0,aspen
2013-01-19,14.0,12.0,aspen
2013-01-20,15.0,12.0,aspen
2013-01-21,15.0,12.0,aspen
2013-01-22,13.0,10.0,aspen
2013-01-23,14.0,12.0,aspen
2013-01-24,14.0,13.0,aspen
2013-01-25,9.0,8.0,aspen
2013-01-26,10.0,8.0,aspen
2013-01-27,17.0,13.0,aspen
2013-01-28,30.0,25.0,aspen
2013-01-29,20.0,14.0,aspen
2013-01-30,9.0,8.0,aspen
2013-01-31,16.0,13.0,aspen
2013-02-01,17.0,13.0,aspen
2013-02-02,14.0,12.0,aspen
2013-02-03,15.0,12.0,aspen
2013-02-04,14.0,12.0,aspen
2013-02-05,14.0,12.0,aspen
2013-02-06,26.0,21.0,aspen
2013-02-07,13.0,12.0,aspen
2013-02-08,38.0,29.0,aspen
2013-02-09,25.0,17.0,aspen
2013-02-10,12.0,9.0,aspen
2013-02-11,24.0,21.0,aspen
2013-02-12,14.0,10.0,aspen
2013-02-13,20.0,15.0,aspen
2013-02-14,23.0,16.0,aspen
2013-02-15,30.0,21.0,aspen
2013-02-16,14.0,12.0,aspen
2013-02-17,32.0,23.0,aspen
2013-02-18,22.0,14.0,aspen
2013-02-19,13.0,12.0,aspen
2013-02-20,17.0,13.0,aspen
2013-02-21,17.0,14.0,aspen
2013-02-22,17.0,13.0,aspen
2013-02-23,17.0,13.0,aspen
2013-02-24,24.0,16.0,aspen
2013-02-25,14.0,9.0,aspen
2013-02-26,22.0,16.0,aspen
2013-02-27,18.0,14.0,aspen
2013-02-28,18.0,13.0,aspen
2013-03-01,18.0,14.0,aspen
2013-03-02,16.0,9.0,aspen
2013-03-03,20.0,16.0,aspen
2013-03-04,43.0,30.0,aspen
2013-03-05,13.0,10.0,aspen
2013-03-06,24.0,18.0,aspen
2013-03-07,29.0,21.0,aspen
2013-03-08,25.0,18.0,aspen
2013-03-09,22.0,15.0,aspen
2013-03-10,16.0,13.0,aspen
2013-03-11,22.0,16.0,aspen
2013-03-12,17.0,13.0,aspen
2013-03-13,24.0,14.0,aspen
2013-03-14,16.0,12.0,aspen
2013-03-15,21.0,15.0,aspen
2013-03-16,26.0,22.0,aspen
2013-03-17,37.0,28.0,aspen
2013-03-18,31.0,20.0,aspen
2013-03-19,25.0,18.0,aspen
2013-03-20,15.0,12.0,aspen
2013-03-22,30.0,21.0,aspen
2013-03-23,29.0,18.0,aspen
2013-03-24,30.0,24.0,aspen
2013-03-25,14.0,10.0,aspen
2013-03-26,24.0,16.0,aspen
2013-03-27,17.0,13.0,aspen
2013-03-28,23.0,17.0,aspen
2013-03-29,30.0,22.0,aspen
2013-03-30,28.0,18.0,aspen
2013-03-31,18.0,14.0,aspen
2013-04-01,40.0,30.0,aspen
2013-04-02,29.0,21.0,aspen
2013-04-03,23.0,16.0,aspen
2013-04-04,24.0,15.0,aspen
2013-04-05,36.0,25.0,aspen
2013-04-06,23.0,16.0,aspen
2013-04-07,29.0,23.0,aspen
2013-04-08,36.0,26.0,aspen
2013-04-09,18.0,14.0,aspen
2013-04-10,23.0,16.0,aspen
2013-04-11,22.0,16.0,aspen
2013-04-12,25.0,20.0,aspen
2013-04-13,33.0,26.0,aspen
2013-04-14,30.0,22.0,aspen
2013-04-15,26.0,22.0,aspen
2013-04-16,26.0,18.0,aspen
2013-04-17,22.0,18.0,aspen
2013-04-18,29.0,20.0,aspen
2013-04-19,22.0,16.0,aspen
2013-04-20,24.0,17.0,aspen
2013-04-21,20.0,14.0,aspen
2013-04-22,31.0,24.0,aspen
2013-04-23,28.0,20.0,aspen
2013-04-24,26.0,18.0,aspen
2013-04-25,26.0,16.0,aspen
2013-04-26,26.0,18.0,aspen
2013-04-27,29.0,20.0,aspen
2013-04-28,24.0,18.0,aspen
2013-04-29,35.0,22.0,aspen
2013-04-30,40.0,28.0,aspen
2013-05-01,28.0,15.0,aspen
2013-05-02,20.0,13.0,aspen
2013-05-03,21.0,15.0,aspen
2013-05-04,35.0,28.0,aspen
2013-05-05,28.0,23.0,aspen
2013-05-06,28.0,23.0,aspen
2013-05-07,21.0,16.0,aspen
2013-05-08,16.0,13.0,aspen
2013-05-09,20.0,15.0,aspen
2013-05-10,29.0,22.0,aspen
2013-05-11,41.0,28.0,aspen
2013-05-12,26.0,16.0,aspen
2013-05-13,37.0,29.0,aspen
2013-05-14,32.0,24.0,aspen
2013-05-15,30.0,23.0,aspen
2013-05-16,24.0,18.0,aspen
2013-05-17,29.0,22.0,aspen
2013-05-18,41.0,32.0,aspen
2013-05-19,38.0,17.0,aspen
2013-05-20,28.0,22.0,aspen
2013-05-21,35.0,22.0,aspen
2013-05-22,29.0,17.0,aspen
2013-05-23,38.0,26.0,aspen
2013-05-24,30.0,22.0,aspen
2013-05-25,26.0,18.0,aspen
2013-05-26,31.0,21.0,aspen
2013-05-27,25.0,20.0,aspen
2013-05-28,37.0,31.0,aspen
2013-05-29,29.0,21.0,aspen
2013-05-30,39.0,26.0,aspen
2013-05-31,39.0,25.0,aspen
2013-06-01,20.0,14.0,aspen
2013-06-02,25.0,17.0,aspen
2013-06-03,39.0,26.0,aspen
2013-06-04,26.0,18.0,aspen
2013-06-05,28.0,18.0,aspen
2013-06-06,24.0,16.0,aspen
2013-06-07,28.0,20.0,aspen
2013-06-08,32.0,21.0,aspen
2013-06-09,22.0,16.0,aspen
2013-06-10,33.0,20.0,aspen
2013-06-11,32.0,24.0,aspen
2013-06-12,29.0,21.0,aspen
2013-06-13,45.0,35.0,aspen
2013-06-14,28.0,21.0,aspen
2013-06-15,37.0,20.0,aspen
2013-06-16,32.0,22.0,aspen
2013-06-17,46.0,33.0,aspen
2013-06-18,23.0,18.0,aspen
2013-06-19,32.0,23.0,aspen
2013-06-20,30.0,21.0,aspen
2013-06-21,24.0,18.0,aspen
2013-06-22,29.0,21.0,aspen
2013-06-23,24.0,17.0,aspen
2013-06-24,32.0,25.0,aspen
2013-06-25,33.0,20.0,aspen
2013-06-26,22.0,16.0,aspen
2013-06-27,21.0,13.0,aspen
2013-06-28,25.0,20.0,aspen
2013-06-29,39.0,25.0,aspen
2013-06-30,22.0,18.0,aspen
2013-07-01,25.0,18.0,aspen
2013-07-02,25.0,18.0,aspen
2013-07-03,36.0,24.0,aspen
2013-07-04,20.0,14.0,aspen
2013-07-05,30.0,16.0,aspen
2013-07-06,25.0,18.0,aspen
2013-07-07,28.0,15.0,aspen
2013-07-08,24.0,16.0,aspen
2013-07-09,28.0,17.0,aspen
2013-07-10,24.0,18.0,aspen
2013-07-11,31.0,17.0,aspen
2013-07-12,37.0,26.0,aspen
2013-07-13,32.0,24.0,aspen
2013-07-14,23.0,17.0,aspen
2013-07-15,25.0,16.0,aspen
2013-07-16,23.0,17.0,aspen
2013-07-17,20.0,15.0,aspen
2013-07-18,41.0,32.0,aspen
2013-07-19,25.0,20.0,aspen
2013-07-20,25.0,16.0,aspen
2013-07-21,26.0,17.0,aspen
2013-07-22,22.0,15.0,aspen
2013-07-23,23.0,18.0,aspen
2013-07-24,35.0,26.0,aspen
2013-07-25,22.0,16.0,aspen
2013-07-26,23.0,15.0,aspen
2013-07-27,24.0,17.0,aspen
2013-07-28,17.0,14.0,aspen
2013-07-29,25.0,20.0,aspen
2013-07-30,22.0,15.0,aspen
2013-07-31,18.0,14.0,aspen
2013-08-01,24.0,21.0,aspen
2013-08-02,17.0,13.0,aspen
2013-08-03,24.0,20.0,aspen
2013-08-04,36.0,25.0,aspen
2013-08-05,20.0,15.0,aspen
2013-08-06,38.0,23.0,aspen
2013-08-07,29.0,22.0,aspen
2013-08-08,35.0,24.0,aspen
2013-08-09,32.0,20.0,aspen
2013-08-10,37.0,18.0,aspen
2013-08-11,24.0,17.0,aspen
2013-08-12,39.0,28.0,aspen
2013-08-13,33.0,25.0,aspen
2013-08-14,30.0,20.0,aspen
2013-08-15,26.0,18.0,aspen
2013-08-16,25.0,16.0,aspen
2013-08-17,24.0,15.0,aspen
2013-08-18,35.0,28.0,aspen
2013-08-19,31.0,22.0,aspen
2013-08-20,32.0,24.0,aspen
2013-08-21,23.0,18.0,aspen
2013-08-22,39.0,28.0,aspen
2013-08-23,25.0,17.0,aspen
2013-08-24,29.0,22.0,aspen
2013-08-25,21.0,16.0,aspen
2013-08-26,22.0,14.0,aspen
2013-08-27,22.0,16.0,aspen
2013-08-28,21.0,17.0,aspen
2013-08-29,26.0,20.0,aspen
2013-08-30,38.0,29.0,aspen
2013-08-31,23.0,17.0,aspen
2013-09-01,26.0,20.0,aspen
2013-09-02,23.0,17.0,aspen
2013-09-03,32.0,23.0,aspen
2013-09-04,26.0,22.0,aspen
2013-09-05,24.0,20.0,aspen
2013-09-06,32.0,26.0,aspen
2013-09-07,29.0,20.0,aspen
2013-09-08,21.0,15.0,aspen
2013-09-09,24.0,17.0,aspen
2013-09-10,13.0,9.0,aspen
2013-09-11,24.0,18.0,aspen
2013-09-12,25.0,22.0,aspen
2013-09-13,22.0,16.0,aspen
2013-09-14,29.0,23.0,aspen
2013-09-15,21.0,14.0,aspen
2013-09-16,31.0,23.0,aspen
2013-09-17,32.0,23.0,aspen
2013-09-18,46.0,31.0,aspen
2013-09-19,22.0,16.0,aspen
2013-09-20,17.0,14.0,aspen
2013-09-21,29.0,18.0,aspen
2013-09-22,35.0,20.0,aspen
2013-09-23,25.0,16.0,aspen
2013-09-24,18.0,14.0,aspen
2013-09-25,44.0,32.0,aspen
2013-09-26,36.0,26.0,aspen
2013-09-27,25.0,20.0,aspen
2013-09-28,14.0,10.0,aspen
2013-09-29,23.0,15.0,aspen
2013-09-30,21.0,15.0,aspen
2013-10-01,22.0,17.0,aspen
2013-10-02,16.0,13.0,aspen
2013-10-03,36.0,26.0,aspen
2013-10-04,25.0,18.0,aspen
2013-10-05,16.0,13.0,aspen
2013-10-06,17.0,12.0,aspen
2013-10-07,14.0,10.0,aspen
2013-10-08,23.0,17.0,aspen
2013-10-09,22.0,14.0,aspen
2013-10-10,36.0,29.0,aspen
2013-10-11,20.0,13.0,aspen
2013-10-12,16.0,13.0,aspen
2013-10-13,36.0,26.0,aspen
2013-10-14,26.0,20.0,aspen
2013-10-15,15.0,12.0,aspen
2013-10-16,20.0,14.0,aspen
2013-10-17,22.0,14.0,aspen
2013-10-18,25.0,17.0,aspen
2013-10-19,21.0,15.0,aspen
2013-10-20,22.0,16.0,aspen
2013-10-21,22.0,16.0,aspen
2013-10-22,16.0,13.0,aspen
2013-10-23,17.0,12.0,aspen
2013-10-24,16.0,13.0,aspen
2013-10-25,18.0,13.0,aspen
2013-10-26,16.0,13.0,aspen
2013-10-27,25.0,15.0,aspen
2013-10-28,52.0,41.0,aspen
2013-10-29,31.0,25.0,aspen
2013-10-30,18.0,15.0,aspen
2013-11-01,22.0,14.0,aspen
2013-11-02,14.0,10.0,aspen
2013-11-03,29.0,23.0,aspen
2013-11-04,18.0,13.0,aspen
2013-11-05,20.0,13.0,aspen
2013-11-06,15.0,12.0,aspen
2013-11-07,17.0,10.0,aspen
2013-11-08,25.0,18.0,aspen
2013-11-09,14.0,10.0,aspen
2013-11-10,17.0,13.0,aspen
2013-11-11,16.0,12.0,aspen
2013-11-12,14.0,12.0,aspen
2013-11-13,17.0,13.0,aspen
2013-11-14,13.0,10.0,aspen
2013-11-15,26.0,22.0,aspen
2013-11-16,36.0,22.0,aspen
2013-11-17,40.0,23.0,aspen
2013-11-18,14.0,12.0,aspen
2013-11-19,17.0,14.0,aspen
2013-11-20,13.0,10.0,aspen
2013-11-21,14.0,10.0,aspen
2013-11-22,12.0,9.0,aspen
2013-11-23,12.0,9.0,aspen
2013-11-24,15.0,10.0,aspen
2013-11-25,10.0,9.0,aspen
2013-11-26,15.0,13.0,aspen
2013-11-27,12.0,9.0,aspen
2013-11-28,10.0,9.0,aspen
2013-11-29,12.0,10.0,aspen
2013-11-30,12.0,9.0,aspen
2013-12-01,14.0,10.0,aspen
2013-12-02,15.0,13.0,aspen
2013-12-03,31.0,22.0,aspen
2013-12-04,29.0,21.0,aspen
2013-12-05,9.0,8.0,aspen
2013-12-06,13.0,10.0,aspen
2013-12-07,18.0,15.0,aspen
2013-12-08,27.0,18.0,aspen
2013-12-09,12.0,10.0,aspen
2013-12-10,11.0,9.0,aspen
